occ_code,occ_title,group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
51-7032,"Patternmakers, wood",,          2000,       7.5,         15.16,         31540,           2.6,          8.82,         10.50,         13.78,         18.51,         24.85,         18340,         21840,         28660,         38500,         51680,,
51-7041,"Sawing machine setters, operators, and tenders, wood",,         60280,       2.6,         11.72,         24380,           0.7,          7.57,          9.09,         11.15,         13.78,         16.74,         15750,         18910,         23200,         28670,         34830,,
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,         94690,       2.6,         11.83,         24610,           0.6,          7.70,          9.18,         11.25,         13.76,         16.87,         16010,         19100,         23400,         28610,         35090,,
51-7099,"Woodworkers, all other",,         10550,       6.4,         11.13,         23150,           1.6,          7.16,          8.14,         10.20,         13.11,         16.62,         14900,         16930,         21210,         27270,         34570,,
51-8011,Nuclear power reactor operators,,          3730,       8.3,         32.17,         66900,           1.3,         24.70,         28.48,         31.84,         35.26,         41.87,         51370,         59240,         66230,         73330,         87100,,
51-8012,Power distributors and dispatchers,,          7520,       4.3,         28.61,         59510,           0.9,         19.17,         23.65,         28.44,         33.73,         40.06,         39870,         49200,         59160,         70150,         83330,,
51-8013,Power plant operators,,         33650,       3.1,         25.65,         53350,           0.9,         16.47,         20.87,         25.56,         30.65,         34.53,         34250,         43400,         53170,         63760,         71820,,
51-8021,Stationary engineers and boiler operators,,         43110,       2.1,         21.94,         45640,           0.6,         13.39,         16.99,         21.44,         26.71,         32.15,         27850,         35330,         44600,         55560,         66870,,
51-8031,Water and liquid waste treatment plant and system operators,,        102940,       2.0,         17.34,         36060,           0.6,         10.20,         13.10,         16.79,         21.06,         25.80,         21210,         27250,         34930,         43800,         53670,,
51-8091,Chemical plant and system operators,,         58640,       5.6,         22.55,         46900,           1.0,         15.13,         18.57,         22.45,         26.46,         30.77,         31470,         38630,         46710,         55030,         63990,,
